,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
4525,Hicare Services,3.7,(117 Reviews),Private,"Mumbai,Maharashtra + 21 more",20 years old,501-1k Employees (India)
4526,ICPA Health Prod...,3.9,(117 Reviews),Public,"Mumbai,Maharashtra + 19 more",40 years old,51-200 Employees (India)
4527,cFIRST,4,(117 Reviews),Private,Cincinnati + 5 more,17 years old,201-500 Employees (India)
4528,Career Launcher,4,(117 Reviews),Private,New Delhi + 30 more,27 years old,1k-5k Employees (India)
4529,Bombay Hospital,4.1,(117 Reviews),Private,"Mumbai,Maharashtra + 4 more",71 years old,501-1k Employees (India)
4530,Zodiac Clothing ...,3.9,(117 Reviews),Public,"Mumbai,Maharashtra + 20 more",39 years old,1k-5k Employees (India)
4531,Impressico Busin...,4.8,(117 Reviews),Private,Noida + 3 more,15 years old,201-500 Employees (India)
4532,Indian Railway C...,4,(117 Reviews),Public,"Delhi/NCR,Delhi + 27 more",24 years old,1k-5k Employees (India)
4533,Bharat Benz,4.3,(117 Reviews),Private,"Chennai,Tamil Nadu + 51 more",12 years old,1k-5k Employees (India)
4534,Roulunds Braking,3.6,(117 Reviews),Private,Odense + 1 more,287 years old,1k-5k Employees (Global)
4535,SAI Consulting E...,4.3,(117 Reviews),Private,Ahmedabad + 23 more,40 years old,501-1k Employees (India)
4536,Viteos Capital M...,3.9,(117 Reviews),Private,New York + 3 more,20 years old,501-1k Employees (India)
4537,Nesma Trading,4.2,(117 Reviews),Private,Al Khobar + 7 more,19 years old,5k-10k Employees (Global)
4538,Fukoku,3.9,(117 Reviews),Ageo + 2 more,70 years old,51-200 Employees (India),
4539,St. Mary's Schoo...,4.2,(117 Reviews),Private,Medford + 45 more,57 years old,501-1k Employees (Global)
4540,Autodesk,4.4,(116 Reviews),Private,"San Rafael,California + 17 more",25 years old,1k-5k Employees (India)
4541,MindCraft Softwa...,3.6,(116 Reviews),Private,"Mumbai,Maharashtra + 3 more",21 years old,501-1k Employees (India)
4542,Swastika Investm...,3.7,(116 Reviews),Public,Indore + 33 more,31 years old,501-1k Employees (India)
4543,Sajjan India,3.7,(116 Reviews),Public,Mumbai + 5 more,118 years old,51-200 Employees (India)
4544,Gautam Solar,3.8,(116 Reviews),Private,New Delhi + 9 more,26 years old,51-200 Employees (India)
4545,Clove Dental,3.4,(116 Reviews),Private,"Delhi,NCT + 11 more",12 years old,501-1k Employees (India)
4546,Suez Water Techn...,4.1,(116 Reviews),Public,"Trevose,PA + 23 more",54 years old,5k-10k Employees (India)
4547,St. Joseph's Sch...,4.5,(116 Reviews),Private,"Greater Noida,Uttar Pradesh + 38 more",23 years old,51-200 Employees (India)
4548,Livguard,4.3,(116 Reviews),Private,"Gurgaon,Haryana + 18 more",9 years old,501-1k Employees (India)
4549,Dorset Industrie...,3.8,(116 Reviews),Gurgaon + 20 more,28 years old,201-500 Employees (India),
4550,OneClick IT Cons...,4.7,(116 Reviews),Private,"Ahmedabad,Gujarat",11 years old,51-200 Employees (India)
4551,Mahle Anand Ther...,4.3,(116 Reviews),Pune + 3 more,201-500 Employees (India),,
4552,Tata Play Fiber,4.3,(116 Reviews),Mumbai + 23 more,51-200 Employees (India),,
4553,Takata,4.4,(116 Reviews),Private,"Delhi/NCR,Delhi + 9 more",62 years old,1k-5k Employees (India)
4554,Bluestone.com,3.6,(116 Reviews),Private,"Bangalore,Karnataka + 21 more",12 years old,501-1k Employees (India)
4555,Hyundai Engineer...,4.1,(116 Reviews),Private,Seoul + 16 more,49 years old,51-200 Employees (India)
4556,Dr Oetker,4.3,(116 Reviews),Bielefeld + 24 more,132 years old,201-500 Employees (India),
4557,Hindustan Media ...,4.1,(116 Reviews),Public,"Delhi/NCR,Delhi + 27 more",105 years old,1k-5k Employees (India)
4558,First Data,4,(116 Reviews),Atlanta + 10 more,10k+ Employees (Global),,
4559,Kantar Operation...,3.6,(116 Reviews),London + 16 more,30 years old,5k-10k Employees (India),
4560,Advantage One Ta...,4,(116 Reviews),Private,Sterling + 1 more,20 years old,201-500 Employees (India)
4561,S.S. Kothari Meh...,3.7,(116 Reviews),Private,"Delhi/NCR,Delhi + 4 more",70 years old,201-500 Employees (India)
4562,Innoviti Payment...,3.3,(116 Reviews),Private,"Bangalore,Karnataka + 16 more",15 years old,201-500 Employees (India)
4563,Common Service C...,4.2,(116 Reviews),New Delhi + 53 more,14 years old,1 Lakh+ Employees (India),
4564,Oriental Bank of...,4.4,(116 Reviews),Private,"Gurgaon/Gurugram,Haryana + 31 more",80 years old,501-1k Employees (India)
4565,HEUBACH Colour,3.9,(116 Reviews),Private,Vadodara + 9 more,29 years old,51-200 Employees (India)
4566,JP Infra,3.5,(116 Reviews),Private,Mumbai + 5 more,17 years old,201-500 Employees (India)
4567,SunMax Auto Engi...,3,(116 Reviews),Private,New Delhi + 8 more,19 years old,51-200 Employees (India)
4568,B9 Beverages,4,(116 Reviews),Private,"New Delhi,Delhi + 18 more",8 years old,501-1k Employees (India)
4569,Duroflex,4,(116 Reviews),Bangalore + 24 more,60 years old,501-1k Employees (India),
4570,Clarks Inn Group...,3.7,(116 Reviews),"Noida,Uttar Pradesh + 32 more",17 years old,201-500 Employees (India),
4571,Shirdi Sai Elect...,4.2,(116 Reviews),Hyderabad + 16 more,29 years old,201-500 Employees (India),
4572,Datamatics Finan...,3.4,(116 Reviews),Private,Mumbai + 1 more,48 years old,1k-5k Employees (India)
4573,MosChip Technolo...,4.5,(116 Reviews),Public,Hyderabad + 1 more,24 years old,501-1k Employees (India)
4574,Army Ordnance Co...,4.8,(116 Reviews),Public,"New Delhi,Delhi + 39 more",248 years old,1 Lakh+ Employees (India)
4575,Flair Writing In...,3.9,(116 Reviews),"Mumbai,Maharashtra + 27 more",56 years old,51-200 Employees (India),
4576,Joannou & Parask...,4.2,(116 Reviews),Public,Guernsey + 10 more,62 years old,1-10 Employees (India)
4577,CloudMoyo,4.5,(116 Reviews),Private,"Bellevue,Washington",8 years old,201-500 Employees (India)
4578,FOX Solutions,3.5,(116 Reviews),"Nasik/Nashik,Maharashtra + 10 more",28 years old,201-500 Employees (India),
4579,SOS Children's V...,3.9,(116 Reviews),Private,Imst + 26 more,74 years old,1k-5k Employees (India)
